Image_URL,Texte,Texte1,Texte3,Texte4,Texte5,Texte2,Texte6,Texte7
https://assets.edenlivres.fr/medias/7f/355b03dd5fb2a881b007da7a3f9b201fb9f7e9.jpg?h=-&w=200,LA TRILOGIE PARISIENNE (TOME 1) - LES BROUILLARDS DE LA BUTTE,"Pécherot, Patrick (1953-....). Auteur",Gallimard. Paris,"
       En 1927, Pipette, jeune homme venu de Montpellier tenter sa chance à Paris, vivote à Montmartre en récitant des poèmes dans un cabinet anarchiste et en effectuant des cambriolages la nuit. Sa bande embarque un soir un coffre-fort volé chez un comte, à l'intérieur duquel ils trouvent le cadavre d'un journaliste spécialisé en chantages. Roman inspiré de la vie et de l'oeuvre de Léo Mallet.
		",Littérature moderne et contemporaine / Romans / Policiers (romans ou nouvelles),"Folio ; . Policier 

             ",9782072511882,français
https://assets.edenlivres.fr/medias/93/a0bc09cd7bdaaeaa2726e5dd9b97171fef88ad.jpg?h=-&w=200,LE MONDE À L'ENDROIT,"Rash, Ron (1953-....). Auteur",Seuil. Paris,"
       A 17 ans, Travis Shelton est un adolescent perdu, en conflit avec son père. Un jour de pêche à la truite, il tombe par hasard sur une plantation clandestine de chanvre indien et en récupère quelques pieds. Cette découverte va bouleverser le cours de sa vie.
		",Littérature moderne et contemporaine / Romans / Romans,"Cadre vert 

             ",9782021149050,français
https://assets.edenlivres.fr/medias/75/6f9b8c7549560ea1aaf78c7afc4ed8362106dc.jpg?h=-&w=200,"UNE FILLE, QUI DANSE","Barnes, Julian (1946-....). Auteur",Mercure de France. Paris,"
       Tony, retraité divorcé à l'existence terne, se souvient quarante ans après qu'il aurait dû épouser Veronica. Mais elle lui avait préféré Adrian, le plus brillant de ses camarades et son meilleur ami, et peu après l'envoi par Tony d'une lettre pleine de rage et de déception, Adrian s'était suicidé. Man Booker Prize 2011.
		",Littérature moderne et contemporaine / Romans / Romans,"Bibliothèque étrangère 

             ",9782715237162,français
https://assets.edenlivres.fr/medias/28/4ecc49fcaf1ca1b72540c2a67b0b34380c4a9c.jpg?h=-&w=200,CHASSEURS DE TÊTES,"Nesbo, Jo (1960-....). Auteur",Gallimard. Paris,"
       Roger Brown est le meilleur chasseur de têtes de sa profession. Ses interlocuteurs ne savent pas qu'il est aussi voleur de tableaux. Il opère avec la complicité d'un responsable de la sécurité qu'il a recruté. Il agit ainsi pour l'amour de sa femme, Diana, pour qui il est prêt à tout. Lors d'un cambriolage chez un Hollandais, Clas Greve, il réalise qu'il est manipulé.
		",Littérature moderne et contemporaine / Romans / Policiers (romans ou nouvelles),"Folio ; . Policier 

             ",9782072511639,français
https://assets.edenlivres.fr/medias/03/acdb13762b9b33697b0b7fd280af363cd02db5.jpg?h=-&w=200,THRILLER,"Gran, Iegor (1964-....). Auteur",POL. Paris,"
       Norman, professeur d'économie à l'université de Berkeley, vole le portefeuille d'un clochard. Un journaliste écrit un article sur ce fait pour L'Oakland Daily. Une femme blonde est tuée dans un terrain vague. Un vent souffle sur les ruines de la famille, des rapports amoureux et des théories économiques. La mécanique de l'histoire est implacable.
		",Littérature moderne et contemporaine / Romans / Policiers (romans ou nouvelles),"Fiction 

             ",9782818032893,français
https://assets.edenlivres.fr/medias/b8/5eb24ab579f4952fa3636580780ffb8cd4e9ef.jpg?h=-&w=200,TOUT PEUT CHANGER,"Klein, Naomi (1970-....). Auteur",Actes Sud. Arles (Bouches-du-Rhône),"
       Pour l'auteure, la lutte contre les changements climatiques requiert une réorientation de la société vers un modèle durable pour l'environnement et une transformation sociale radicale, qui pourrait aboutir à un monde meilleur, plus juste et plus équitable. Les lois de la nature ne peuvent être changées, à l'inverse du comportement humain. American book award 2015.
		",Politique de l'environnement -- Coopération internationale,"Questions de société 

             ",9782330051891,français
https://assets.edenlivres.fr/medias/ea/d8778446f5ded1348736bba1de4315282d9ae3.jpg?h=-&w=200,L'APOTHICAIRE,"Loevenbruck, Henri (1972-....). Auteur",Flammarion. Paris,"
       Orphelin élevé par l'abbé Boucel, Andreas de Saint-Loup est devenu un apothicaire renommé. Il découvre dans sa boutique une pièce qu'il avait oubliée et tente de retouver la personne à qui elle appartenait. Alors que l'Inquisition l'accuse d'hérésie, il décide de partir à la recherche de son passé, de Paris à Compostelle, jusqu'au mont Sinaï.
		",Littérature moderne et contemporaine / Romans / Thrillers/Suspense,2011,9782081321649,français
https://assets.edenlivres.fr/medias/16/d0a9bfafc33c2ec73749ffd195e905d11ad7bc.jpg?h=-&w=200,LA SALLE DE BAIN,"Toussaint, Jean-Philippe (1957-....). Auteur",Minuit. Paris,"
       Un homme passe de plus en plus de temps dans sa salle de bain. Il médite dans sa baignoire pendant de longues heures avec le sentiment de pertinence miraculeuse que lui procure la pensée. Premier roman.
		",Littérature moderne et contemporaine / Romans / Romans,"Double 

             ",9782707342065,français
https://assets.edenlivres.fr/medias/f2/361fc27783571fc9562afed4836c3cb059f5b9.jpg?h=-&w=200,POLICE (L'INSPECTEUR HARRY HOLE),"Nesbo, Jo (1960-....). Auteur",Gallimard. Paris,"
       Un policier d'Oslo est assassiné sur les lieux d'un crime non élucidé, à la date anniversaire de cet homicide. S'ensuit la mort de deux autres policiers qui avaient participé à l'enquête infructueuse. La police semble totalement dépassée par les événements, et l'inspecteur Harry Hole ne semble pas en état d'aider qui que ce soit.
		",Littérature moderne et contemporaine / Romans / Policiers (romans ou nouvelles),"Une enquête de l'inspecteur Harry Hole ; Folio ; . Policier 

             ",9782072578465,français
https://assets.edenlivres.fr/medias/63/fcf8077c38212a0fbca5bdbe5340c84250e02c.jpg?h=-&w=200,"NOUS, SUJETS HUMAINS","Touraine, Alain (1925-2023). Auteur",Seuil. Paris,"
       Réflexion sur la nécessité d'une nouvelle pensée sociale capable d'appréhender le monde qui succède aux sociétés industrielles, un monde où les promesses de la globalisation et des technologies de l'information sont aussi vastes que les obstacles à leur réalisation sont immenses. De nouveaux mouvements sociaux doivent apparaître et se faire les défenseurs des droits fondamentaux du sujet humain.
		",Changement social,"La couleur des idées 

             ",9782021281095,français
https://assets.edenlivres.fr/medias/50/9faeb3cdfae5023a674672ee332c71ebee6684.jpg?h=-&w=200,LE CHANGEMENT CLIMATIQUE EXPLIQUÉ À MA FILLE,"Jancovici, Jean-Marc. Auteur",Seuil. Paris,"
       Ce spécialiste des questions du climat et de l'énergie répond à ses filles sur l'urgence de la situation et l'ampleur des révolutions à venir.
		",Pétrole -- Conservation -- Ouvrages de vulgarisation,"Expliqué à 

             ",9782021146813,français
https://assets.edenlivres.fr/medias/84/fe556c0bd917e588416137ab710072d72d2826.jpg?h=-&w=200,"BARTABAS, ROMAN","Garcin, Jérôme (1956-....). Auteur",Gallimard. Paris,"
       L'itinéraire de Bartabas, fondateur du théâtre équestre Zingaro : de sa naissance dans une famille aisée de Courbevoie jusqu'au succès mondial de ses spectacles, du chapiteau d'Aubervilliers aux écuries royales de Versailles. Une vie semblable à un roman. Prix Jean Freustié 2005.
		",Bartabas (1957-....) -- Biographie,"Folio 

             ",9782072554513,français
https://assets.edenlivres.fr/medias/fa/b97fdd3325e1fb118e02feb6cc838041809d04.jpg?h=-&w=200,TROIS MÉDECINS,"Winckler, Martin (1955-....). Auteur",POL. Paris,"
       Les sept années d'étude de Bruno Sachs, personnage de La vacation et La maladie de Sachs. Lorsqu'il arrive à Tourmens en 1973, Bruno Sachs rencontre André Solal, Basile Bloom et Christophe Gray, trois étudiants en compagnie desquels il va apprendre son métier et assumer ses engagements.
		",Littérature moderne et contemporaine / Romans / Romans,"Blanche 

             ",9782818031247,français
https://assets.edenlivres.fr/medias/90/53bb5de88d98fc8806616fcf36a760d8d21fb2.jpg?h=-&w=200,FAIRE L'AMOUR,"Toussaint, Jean-Philippe (1957-....). Auteur",Minuit. Paris,"
       L'histoire d'une rupture amoureuse, une nuit, à Tokyo.
		",Littérature moderne et contemporaine / Romans / Romans,"Double 

             ",9782707340979,français
https://assets.edenlivres.fr/medias/32/aa90e82eaa43a4977391ac85d479f839fc01d7.jpg?h=-&w=200,BIEN CONNU DES SERVICES DE POLICE,"Manotti, Dominique (1942-....). Auteur",Gallimard. Paris,"
       La commissaire Le Muir dirige le commissariat du quartier de Panteuil, en Seine-Saint-Denis. Elle ferme les yeux sur les accès de violence et les écarts déontologiques de son équipe. Parmi ses membres, Sébastien Doche, 20 ans, affecté pour la première fois, et Ivan, membre de la brigade anticriminalité. Un roman noir qui dénonce les dérives de la police.
		",Littérature moderne et contemporaine / Romans / Policiers (romans ou nouvelles),"Folio ; . Policier 

             ",9782072511592,français
https://assets.edenlivres.fr/medias/84/6dd4c52c6f5b6f2b27317b2a68022952b4cc79.jpg?h=-&w=200,COURIR,"Echenoz, Jean (1947-....). Auteur",Minuit. Paris,"
       Emile s'initie à la course, et s'entraîne tellement que cela devient une obsession de performance. Il veut être l'homme qui court le plus vite sur Terre. On reconnaîtra dans ce personnage romanesque la figure mythique d'Emil Zatopek, le célèbre athlète tchèque.
		",Littérature moderne et contemporaine / Romans / Romans,2012,9782707340566,français
https://assets.edenlivres.fr/medias/66/26595afdcb87c047986b56cd9138ec6cb1d82c.jpg?h=-&w=200,MALADIE DE SACHS,"Winckler, Martin (1955-....). Auteur",POL. Paris,"
       Le héros du livre, le docteur Sachs, est décrit par ses clients, ses amis, ses proches. De lui, directement, le lecteur n'a que de rares documents rédigés dans sa jeunesse, par exemple, ou arrachés à ses carnets, par lesquels il essaie d'exister indépendamment du regard que l'on porte sur lui. Prix du Livre Inter 1998.
		",Littérature moderne et contemporaine / Romans / Romans,2012,9782818034316,français
https://assets.edenlivres.fr/medias/66/26595afdcb87c047986b56cd9138ec6cb1d82c.jpg?h=-&w=200,MALADIE DE SACHS,"Winckler, Martin (1955-....). Auteur",POL. Paris,"
       Le héros du livre, le docteur Sachs, est décrit par ses clients, ses amis, ses proches. De lui, directement, le lecteur n'a que de rares documents rédigés dans sa jeunesse, par exemple, ou arrachés à ses carnets, par lesquels il essaie d'exister indépendamment du regard que l'on porte sur lui. Prix du Livre Inter 1998.
		",,2012,9782818034316,français
https://assets.edenlivres.fr/medias/66/26595afdcb87c047986b56cd9138ec6cb1d82c.jpg?h=-&w=200,MALADIE DE SACHS,"Winckler, Martin (1955-....). Auteur",POL. Paris,"
       Le héros du livre, le docteur Sachs, est décrit par ses clients, ses amis, ses proches. De lui, directement, le lecteur n'a que de rares documents rédigés dans sa jeunesse, par exemple, ou arrachés à ses carnets, par lesquels il essaie d'exister indépendamment du regard que l'on porte sur lui. Prix du Livre Inter 1998.
		",,2012,Littérature moderne et contemporaine / Nouvelles et contes,
https://assets.edenlivres.fr/medias/1e/400752bd7b0aeac882986919f46b4c2e0dd0f2.jpg?h=-&w=200,LA DÉLICATESSE,"Foenkinos, David (1974-....). Auteur",Gallimard. Paris,"
       Charles Delamain dirige une entreprise dont le siège est en Suède. Il est amoureux de sa collègue Nathalie, une jeune et jolie cadre qui vient de perdre accidentellement François, son mari. Mais Nathalie ne veut pas de lui. Un employé suédois de la firme, Markus, aura plus de chance. Adapté au cinéma par l'auteur en décembre 2011.
		",Littérature moderne et contemporaine / Romans / Romans,"Folio 

             ",9782072506451,français
